id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo
2015_bar_187,3.0,barranquilla,187.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,no,0.0,universitaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,si,si,si,no,nunca,igual,si,si,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca,no
2015_bar_188,3.0,barranquilla,188.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,universitaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,si,si,si,no,nunca,mejor,si,si,control sobre todas las decisiones,poco probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca,si
2015_bar_189,2.0,barranquilla,189.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,si,si,no,si,no,no,nunca,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca,si
2015_bar_190,3.0,barranquilla,190.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,no,2.0,universitaria,0.0,3.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,si,si,si,si,a menudo,igual,si,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,a menudo,a menudo,a menudo,a menudo,si
2015_bar_191,2.0,barranquilla,191.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,1.0,universitaria,0.0,1.0,no,casa,4.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,raramente,mejor,si,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a veces,a veces,raramente,si
2015_bar_192,2.0,barranquilla,192.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,3.0,universitaria,0.0,3.0,si,casa,6.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,raramente,mejor,si,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,raramente,raramente,no
2015_bar_193,2.0,barranquilla,193.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,no,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca,no
2015_bar_194,3.0,barranquilla,194.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,no,1.0,universitaria,0.0,2.0,si,casa,9.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_bar_195,3.0,barranquilla,195.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,no,3.0,universitaria,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,no,si,no,si,si,si,nunca,mejor,si,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,si
2015_bar_196,3.0,barranquilla,196.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,si,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,si,si,si,si,a veces,mejor,si,si,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a veces,a veces,nunca,no
2015_bar_197,1.0,barranquilla,197.0,8.0,5.0,3.0,0.0,1.0,5.0,0.0,3.0,no,3.0,básica secundaria,0.0,2.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,si,si,si,si,si,si,raramente,mejor,no,no,control sobre muy pocas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,satisfecho,más de 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca,no
2015_bar_198,1.0,barranquilla,198.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,media,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,nunca,mejor,si,si,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca,no
2015_bar_199,1.0,barranquilla,199.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,no,0.0,media,0.0,3.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,nunca,igual,no,no,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca,si
2015_bar_200,3.0,barranquilla,200.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,raramente,raramente,si
2015_bar_201,1.0,barranquilla,201.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,2.0,no,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,si
2015_bar_202,1.0,barranquilla,202.0,5.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,si,no,si,no,si,si,no,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,raramente,raramente,nunca,no
2015_bar_203,1.0,barranquilla,203.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,0.0,media,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,si
2015_bar_204,2.0,barranquilla,204.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,2.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_bar_205,2.0,barranquilla,205.0,7.0,4.0,3.0,1.0,1.0,3.0,0.0,4.0,no,5.0,universitaria,0.0,2.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,1.0,no,nunca,nunca,nunca,raramente,no
2015_bar_206,3.0,barranquilla,206.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,no,1.0,universitaria,0.0,1.0,no,casa,7.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,mejor,si,si,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,nunca,nunca,nunca,no
2015_bar_207,1.0,barranquilla,207.0,7.0,3.0,4.0,1.0,1.0,4.0,0.0,3.0,no,4.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,si
2015_bar_208,1.0,barranquilla,208.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,no,0.0,media,0.0,1.0,no,cuarto(s) en arriendo,1.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,a veces,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,raramente,a menudo,raramente,si
2015_bar_209,1.0,barranquilla,209.0,4.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,no,2.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,nunca,nunca,raramente,no
2015_bar_210,3.0,barranquilla,210.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,a veces,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 2 y 5 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,más de 5 salarios mínimos,1.0,no,a veces,a veces,a veces,a veces,no
2015_bar_211,1.0,barranquilla,211.0,6.0,2.0,4.0,1.0,1.0,2.0,0.0,4.0,no,1.0,básica secundaria,0.0,4.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,no,no,control sobre la mayoría de decisiones,muy probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_bar_212,2.0,barranquilla,212.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_bar_213,1.0,barranquilla,213.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,0.0,técnica/tecnológica,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,si
2015_bar_214,2.0,barranquilla,214.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_bar_215,1.0,barranquilla,215.0,7.0,5.0,2.0,1.0,1.0,3.0,0.0,4.0,no,1.0,técnica/tecnológica,0.0,5.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_bar_216,1.0,barranquilla,216.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,no,1.0,universitaria,0.0,2.0,si,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,nunca,mejor,si,no,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,nunca,nunca,raramente,nunca,si
2015_bar_217,1.0,barranquilla,217.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,nunca,igual,no,no,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,si
2015_bar_218,2.0,barranquilla,218.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,no,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,a veces,nunca,no
2015_bar_219,3.0,barranquilla,219.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,no,1.0,universitaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,más de 5 salarios mínimos,2.0,no,a veces,raramente,nunca,nunca,no
2015_bar_220,3.0,barranquilla,220.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,básica primaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,raramente,raramente,nunca,si
2015_bar_223,1.0,barranquilla,223.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,si,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_bar_224,1.0,barranquilla,224.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,no,0.0,media,0.0,1.0,si,cuarto(s) en arriendo,1.0,no,no,no,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,muy probable,si,entre 1 y 2 salarios mínimos,no,en arriendo o subarrendada,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,a veces,a menudo,nunca,si
2015_bar_225,2.0,barranquilla,225.0,6.0,2.0,4.0,1.0,1.0,3.0,0.0,3.0,no,4.0,técnica/tecnológica,0.0,2.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,no,no,nunca,mejor,si,no,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_bar_226,3.0,barranquilla,226.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca,no
2015_bar_227,3.0,barranquilla,227.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,no,1.0,universitaria,0.0,0.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,si
2015_bar_228,1.0,barranquilla,228.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,no,2.0,técnica/tecnológica,0.0,3.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,si
2015_bar_229,1.0,barranquilla,229.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,0.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,si,a veces,peor,no,no,control sobre algunas decisiones,muy probable,si,menos de 1 salario mínimo,si,en arriendo o subarrendada,no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,si,a menudo,a veces,raramente,raramente,no
2015_bar_230,1.0,barranquilla,230.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,no,0.0,media,0.0,3.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,nunca,mejor,si,no,control sobre la mayoría de decisiones,muy poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_bar_231,3.0,barranquilla,231.0,8.0,4.0,4.0,1.0,1.0,3.0,0.0,5.0,no,2.0,básica secundaria,0.0,3.0,no,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,si
2015_bar_232,2.0,barranquilla,232.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,si,no,nunca,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no
2015_bar_233,1.0,barranquilla,233.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,no,1.0,media,0.0,3.0,si,apartamento,3.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,si,no,nunca,igual,si,si,control sobre la mayoría de decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca,no
2015_bar_234,1.0,barranquilla,234.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica primaria,0.0,1.0,si,casa,3.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,si,control sobre algunas decisiones,poco probable,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,raramente,nunca,nunca,no
