id_vivienda,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes
2014_mal_4711,malambo,4711.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,si,no,no,si,si,no,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,muy probable,no,entre 2 y 5 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_mal_3201,malambo,3201.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_41260,malambo,41260.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_3245,malambo,3245.0,5.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_mal_3249,malambo,3249.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_10225,malambo,10225.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_3269,malambo,3269.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,mejor,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_mal_21037,malambo,21037.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,muy probable,si,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4115,malambo,4115.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,no,3.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,si,control sobre todas las decisiones,muy probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4125,malambo,4125.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,no,control sobre la mayoría de decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_21146,malambo,21146.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,1.0,básica secundaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,a veces,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4134,malambo,4134.0,8.0,6.0,2.0,1.0,1.0,3.0,1.0,4.0,no,3.0,básica secundaria,0.0,3.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,no,no,raramente,igual,si,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_10446,malambo,10446.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,si,1.0,media,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,mejor,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",no muy feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4137,malambo,4137.0,5.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,si,3.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,mejor,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_8340,malambo,8340.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,2.0,si,casa,3.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4139,malambo,4139.0,6.0,4.0,2.0,0.0,1.0,3.0,0.0,3.0,no,3.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, parcialmente pagada",no muy feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_101562,malambo,101562.0,7.0,2.0,5.0,1.0,1.0,2.0,0.0,5.0,no,2.0,básica secundaria,0.0,1.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,a veces,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4207,malambo,4207.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,a veces,igual,si,control sobre algunas decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_7223,malambo,7223.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,1.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,peor,no,control sobre algunas decisiones,muy poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4220,malambo,4220.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",nada feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_4259,malambo,4259.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,muy poco probable,si,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_10215,malambo,10215.0,7.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,no,3.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,raramente,mejor,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_5107,malambo,5107.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_101025,malambo,101025.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,si,no,raramente,mejor,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_5130,malambo,5130.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_5314,malambo,5314.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,si,0.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_5379,malambo,5379.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_mal_5419,malambo,5419.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_5423,malambo,5423.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_6916,malambo,6916.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_81421,malambo,81421.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,no,0.0,básica secundaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",no muy feliz,satisfecho,más de 5 salarios mínimos
2014_mal_91137,malambo,91137.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,control sobre algunas decisiones,muy probable,si,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_mal_91127,malambo,91127.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,no,0.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,mejor,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_111049,malambo,111049.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,mejor,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_mal_111136,malambo,111136.0,7.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,si,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,raramente,igual,no,control sobre la mayoría de decisiones,muy poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_mal_1210391,malambo,1210391.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,no,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_11139,malambo,11139.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,mejor,no,control sobre algunas decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_1210392,malambo,1210392.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,a veces,mejor,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_11214,malambo,11214.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,no,control sobre algunas decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_mal_37539,malambo,37539.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,si,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_53763,malambo,53763.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_11693,malambo,11693.0,7.0,5.0,2.0,1.0,1.0,2.0,0.0,5.0,no,2.0,básica secundaria,0.0,3.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,mejor,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_mal_38639,malambo,38639.0,5.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",no muy feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_11763,malambo,11763.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,si,si,no,no,raramente,mejor,no,control sobre algunas decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_38713,malambo,38713.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,no,no,raramente,mejor,no,control sobre algunas decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_11819,malambo,11819.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_201429,malambo,201429.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,mejor,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_14109,malambo,14109.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_112336,malambo,112336.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,2.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_mal_16920,malambo,16920.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,no,control sobre la mayoría de decisiones,muy probable,si,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
